"NUM_CLIENTE","MES_MG","VALOR_MG_CONTRIBUICAO"
4852,"Setembro",12.78
4852,"Outubro",30.53
4852,"Novembro",54.48
4852,"Dezembro",69.57
226,"Janeiro",76.01
226,"Fevereiro",9.8
226,"Março",11.46
226,"Abril",71.05
226,"Maio",0.41
226,"Junho",34.71
226,"Julho",77.8
226,"Agosto",42.62
226,"Setembro",19.64
226,"Outubro",78.08
226,"Novembro",98.78
226,"Dezembro",57.02
2354,"Janeiro",34.33
2354,"Fevereiro",40.88
2354,"Março",35.14
2354,"Abril",80.59
2354,"Maio",14.48
2354,"Junho",66.49
2354,"Julho",87.28
2354,"Agosto",2.55
2354,"Setembro",61.89
2354,"Outubro",44.03
2354,"Novembro",29.36
2354,"Dezembro",9.38
996,"Janeiro",98.17
996,"Fevereiro",83.82
996,"Março",81.97
996,"Abril",95.83
996,"Maio",12.82
996,"Junho",77.26
996,"Julho",27.63
996,"Agosto",5.43
996,"Setembro",64.48
996,"Outubro",66.6
996,"Novembro",63.73
996,"Dezembro",64.08
5262,"Janeiro",29.51
5262,"Fevereiro",14.8
5262,"Março",21.91
5262,"Abril",3.73
5262,"Maio",23.48
5262,"Junho",36.87
5262,"Julho",13.41
5262,"Agosto",49.11
5262,"Setembro",77.42
5262,"Outubro",70.31
5262,"Novembro",23.84
5262,"Dezembro",88.13
2270,"Janeiro",46.87
2270,"Fevereiro",65.32
2270,"Março",94.49
2270,"Abril",17.24
2270,"Maio",83.41
2270,"Junho",92.28
2270,"Julho",37.59
2270,"Agosto",76.71
2270,"Setembro",79.65
2270,"Outubro",66.44
2270,"Novembro",60.31
2270,"Dezembro",10.95
1340,"Janeiro",36.43
1340,"Fevereiro",90.6
1340,"Março",89.35
1340,"Abril",72.57
1340,"Maio",2.08
1340,"Junho",56.42
1340,"Julho",15.51
1340,"Agosto",77.07
1340,"Setembro",78.99
1340,"Outubro",58.85
1340,"Novembro",72.55
1340,"Dezembro",30.13
4076,"Janeiro",38.56
4076,"Fevereiro",35.62
4076,"Março",91.42
4076,"Abril",63.72
4076,"Maio",3.12
4076,"Junho",4.11
4076,"Julho",45.39
4076,"Agosto",48.6
4076,"Setembro",61.75
4076,"Outubro",32.22
4076,"Novembro",30.63
4076,"Dezembro",52.76
8374,"Janeiro",51.07
8374,"Fevereiro",25.18
8374,"Março",53.77
8374,"Abril",93.41
8374,"Maio",97.5
8374,"Junho",39.44
8374,"Julho",41.95
8374,"Agosto",62.27
8374,"Setembro",26.75
8374,"Outubro",92.35
8374,"Novembro",19.94
8374,"Dezembro",79.06
9016,"Janeiro",87.7
9016,"Fevereiro",7.36
9016,"Março",12.26
9016,"Abril",88.96
9016,"Maio",52.23
9016,"Junho",81.94
9016,"Julho",26.97
9016,"Agosto",90.4
9016,"Setembro",21.99
9016,"Outubro",91.05
9016,"Novembro",73.6
9016,"Dezembro",82.9
6332,"Janeiro",76.71
6332,"Fevereiro",67.92
6332,"Março",73.54
6332,"Abril",24.86
6332,"Maio",68.71
6332,"Junho",12.89
6332,"Julho",88.28
6332,"Agosto",5.13
6332,"Setembro",89.36
6332,"Outubro",4.37
6332,"Novembro",15.32
6332,"Dezembro",28.06
2665,"Janeiro",0.44
2665,"Fevereiro",68.74
2665,"Março",67.25
2665,"Abril",24.15
2665,"Maio",16.03
2665,"Junho",64.24
2665,"Julho",82
2665,"Agosto",2.06
2665,"Setembro",12.88
2665,"Outubro",57.45
2665,"Novembro",52.29
2665,"Dezembro",39.48
110,"Janeiro",37.44
110,"Fevereiro",40.84
110,"Março",27.6
110,"Abril",85.29
110,"Maio",16.6
110,"Junho",14.72
110,"Julho",0.2
110,"Agosto",23.96
110,"Setembro",15.86
110,"Outubro",71.36
110,"Novembro",7.79
110,"Dezembro",31.97
2922,"Janeiro",21.12
2922,"Fevereiro",45.71
2922,"Março",53.36
2922,"Abril",59.97
2922,"Maio",70.49
2922,"Junho",61.94
2922,"Julho",10.9
2922,"Agosto",26.2
2922,"Setembro",24.42
2922,"Outubro",52.5
2922,"Novembro",6.9
2922,"Dezembro",54.86
2250,"Janeiro",39.89
2250,"Fevereiro",51.47
2250,"Março",44.99
2250,"Abril",3.56
2250,"Maio",39.78
2250,"Junho",17.16
2250,"Julho",3
2250,"Agosto",11.36
2250,"Setembro",55.9
2250,"Outubro",90.89
2250,"Novembro",62.33
2250,"Dezembro",1.76
6349,"Janeiro",26.66
6349,"Fevereiro",28.03
6349,"Março",38.12
6349,"Abril",38.06
6349,"Maio",27.93
6349,"Junho",90.26
6349,"Julho",6.56
6349,"Agosto",45.53
6349,"Setembro",55.43
6349,"Outubro",10.08
6349,"Novembro",35.14
6349,"Dezembro",0.96
2195,"Janeiro",5.52
2195,"Fevereiro",85.48
2195,"Março",90.96
2195,"Abril",58.6
2195,"Maio",63.25
2195,"Junho",98.95
2195,"Julho",97.39
2195,"Agosto",24.71
2195,"Setembro",49.63
2195,"Outubro",77.68
2195,"Novembro",28.41
2195,"Dezembro",57.59
7817,"Janeiro",64.14
7817,"Fevereiro",25.96
7817,"Março",62.35
7817,"Abril",66.23
7817,"Maio",31.35
7817,"Junho",33.68
7817,"Julho",85.94
7817,"Agosto",46.41
7817,"Setembro",47.41
7817,"Outubro",16.83
7817,"Novembro",55.72
7817,"Dezembro",29.47
951,"Janeiro",75.42
951,"Fevereiro",99.39
951,"Março",77.07
951,"Abril",61.11
951,"Maio",89.62
951,"Junho",72.29
951,"Julho",33.87
951,"Agosto",58.73
951,"Setembro",50.17
951,"Outubro",64.28
951,"Novembro",75.33
951,"Dezembro",67.08
7838,"Janeiro",10.23
7838,"Fevereiro",29.42
7838,"Março",95.16
7838,"Abril",15.95
7838,"Maio",62.83
7838,"Junho",85.67
7838,"Julho",74.82
7838,"Agosto",39.13
7838,"Setembro",66.36
7838,"Outubro",58.04
7838,"Novembro",55.84
7838,"Dezembro",50.52
4619,"Janeiro",77.02
4619,"Fevereiro",17.54
4619,"Março",57.4
4619,"Abril",7.41
4619,"Maio",69.22
4619,"Junho",48.62
4619,"Julho",46.46
4619,"Agosto",45.2
4619,"Setembro",93.27
4619,"Outubro",97.01
4619,"Novembro",87.45
4619,"Dezembro",42.13
1219,"Janeiro",68
1219,"Fevereiro",83.75
1219,"Março",74.2
1219,"Abril",25.36
1219,"Maio",45.05
1219,"Junho",32.96
1219,"Julho",69.3
1219,"Agosto",61.23
1219,"Setembro",60.83
1219,"Outubro",15.52
1219,"Novembro",16.85
1219,"Dezembro",30.48
5283,"Janeiro",57.95
5283,"Fevereiro",5.95
5283,"Março",64.51
5283,"Abril",73.49
5283,"Maio",58.41
5283,"Junho",29.34
5283,"Julho",86.41
5283,"Agosto",77.05
5283,"Setembro",46.39
5283,"Outubro",12.36
5283,"Novembro",96.88
5283,"Dezembro",57.69
217,"Janeiro",11.28
217,"Fevereiro",73.55
217,"Março",41.25
217,"Abril",65.23
217,"Maio",14.45
217,"Junho",20.39
217,"Julho",28.6
217,"Agosto",83.64
217,"Setembro",64.1
217,"Outubro",62.11
217,"Novembro",32.41
217,"Dezembro",88
2215,"Janeiro",10.78
2215,"Fevereiro",36.38
2215,"Março",5.87
2215,"Abril",37.02
2215,"Maio",50.18
2215,"Junho",63.99
2215,"Julho",86.86
2215,"Agosto",38.48
2215,"Setembro",82.79
2215,"Outubro",36.9
2215,"Novembro",85.01
2215,"Dezembro",30.23
5095,"Janeiro",62.34
5095,"Fevereiro",10.54
5095,"Março",38.59
5095,"Abril",28.32
5095,"Maio",14.5
5095,"Junho",59.52
5095,"Julho",52.38
5095,"Agosto",44.42
5095,"Setembro",84.8
5095,"Outubro",19.84
5095,"Novembro",33.97
5095,"Dezembro",73.2
7031,"Janeiro",49.01
7031,"Fevereiro",59.82
7031,"Março",75.17
7031,"Abril",66.92
7031,"Maio",0.2
7031,"Junho",21.86
7031,"Julho",90.8
7031,"Agosto",25.07
7031,"Setembro",3.49
7031,"Outubro",82.02
7031,"Novembro",7.86
7031,"Dezembro",54.82
1803,"Janeiro",16.61
1803,"Fevereiro",79.89
1803,"Março",22.81
1803,"Abril",49.54
1803,"Maio",20.42
1803,"Junho",69.82
1803,"Julho",52.54
1803,"Agosto",5.95
1803,"Setembro",87.44
1803,"Outubro",87.28
1803,"Novembro",95.59
1803,"Dezembro",9.47
3351,"Janeiro",16.04
3351,"Fevereiro",1.59
3351,"Março",2.05
3351,"Abril",87.49
3351,"Maio",98.48
3351,"Junho",61.65
3351,"Julho",95.26
3351,"Agosto",25.83
3351,"Setembro",48.02
3351,"Outubro",49.2
3351,"Novembro",38.99
3351,"Dezembro",66.73
8105,"Janeiro",6.73
8105,"Fevereiro",49.88
8105,"Março",98.45
8105,"Abril",6.7
8105,"Maio",85.09
8105,"Junho",7.46
8105,"Julho",26.23
8105,"Agosto",68.41
8105,"Setembro",44.88
8105,"Outubro",62.24
8105,"Novembro",0.66
8105,"Dezembro",93.36
8545,"Janeiro",34.35
8545,"Fevereiro",95.01
8545,"Março",30.53
8545,"Abril",69.43
8545,"Maio",29.24
8545,"Junho",86.51
8545,"Julho",69.87
8545,"Agosto",29.1
8545,"Setembro",35.1
8545,"Outubro",28.9
8545,"Novembro",17.62
8545,"Dezembro",71.27
2138,"Janeiro",9.26
2138,"Fevereiro",77.92
2138,"Março",93.13
2138,"Abril",35.37
2138,"Maio",33.31
2138,"Junho",94.5
2138,"Julho",41.99
2138,"Agosto",44.09
2138,"Setembro",69.54
2138,"Outubro",83.4
2138,"Novembro",30.26
2138,"Dezembro",79.25
1511,"Janeiro",58.85
1511,"Fevereiro",66.65
1511,"Março",80.64
1511,"Abril",41.65
1511,"Maio",36.24
1511,"Junho",8.73
1511,"Julho",44.27
1511,"Agosto",75.97
1511,"Setembro",78.59
1511,"Outubro",8.51
1511,"Novembro",25.72
1511,"Dezembro",86.33
7421,"Janeiro",18.82
7421,"Fevereiro",45.83
7421,"Março",48.93
7421,"Abril",8.12
7421,"Maio",30.98
7421,"Junho",91.01
7421,"Julho",87.54
7421,"Agosto",31.36
7421,"Setembro",9.57
7421,"Outubro",80.69
7421,"Novembro",55.25
7421,"Dezembro",82.42
591,"Janeiro",0.72
591,"Fevereiro",12.98
591,"Março",59.32
591,"Abril",65.28
591,"Maio",21.83
591,"Junho",86.55
591,"Julho",10.34
591,"Agosto",67.05
591,"Setembro",30.41
591,"Outubro",45.57
591,"Novembro",96.08
591,"Dezembro",99.1
5185,"Janeiro",22.15
5185,"Fevereiro",41.25
5185,"Março",95.93
5185,"Abril",83.49
5185,"Maio",78.41
5185,"Junho",2.05
5185,"Julho",98.03
5185,"Agosto",48.07
5185,"Setembro",39.32
5185,"Outubro",64.38
5185,"Novembro",20.47
5185,"Dezembro",40.39
5192,"Janeiro",15.33
5192,"Fevereiro",33.42
5192,"Março",76.42
5192,"Abril",95.86
5192,"Maio",66.86
5192,"Junho",0.96
5192,"Julho",76.08
5192,"Agosto",68.91
5192,"Setembro",57.98
5192,"Outubro",97.35
5192,"Novembro",9.46
5192,"Dezembro",0.77
3082,"Janeiro",84.28
3082,"Fevereiro",38.28
3082,"Março",27.75
3082,"Abril",32.72
3082,"Maio",41.87
3082,"Junho",77.24
3082,"Julho",88.24
3082,"Agosto",27.38
3082,"Setembro",56.35
3082,"Outubro",63.29
3082,"Novembro",39.61
3082,"Dezembro",56.35
7681,"Janeiro",61.42
7681,"Fevereiro",39.67
7681,"Março",30.51
7681,"Abril",44.11
7681,"Maio",57.8
7681,"Junho",34.03
7681,"Julho",79.76
7681,"Agosto",46.83
7681,"Setembro",11.1
7681,"Outubro",90.39
7681,"Novembro",45.79
7681,"Dezembro",61.63
9480,"Janeiro",81.85
9480,"Fevereiro",2.98
9480,"Março",87.49
9480,"Abril",35.66
9480,"Maio",48.41
9480,"Junho",19.92
9480,"Julho",25.63
9480,"Agosto",54.64
9480,"Setembro",16.92
9480,"Outubro",16.89
9480,"Novembro",46.25
9480,"Dezembro",60.58
6672,"Janeiro",74.28
6672,"Fevereiro",15.19
6672,"Março",77.33
6672,"Abril",19.13
6672,"Maio",48.89
6672,"Junho",84.87
6672,"Julho",65.3
6672,"Agosto",99.13
6672,"Setembro",6.74
6672,"Outubro",12.7
6672,"Novembro",46.85
6672,"Dezembro",85.12
1464,"Janeiro",79.56
1464,"Fevereiro",31.41
1464,"Março",32.52
1464,"Abril",61.89
1464,"Maio",65.87
1464,"Junho",43.03
1464,"Julho",37.88
1464,"Agosto",30.41
1464,"Setembro",21.33
1464,"Outubro",75.82
1464,"Novembro",65.03
1464,"Dezembro",22.47
9983,"Janeiro",51.59
9983,"Fevereiro",44.1
9983,"Março",78.17
9983,"Abril",50.08
9983,"Maio",4.06
9983,"Junho",5.64
9983,"Julho",9.05
9983,"Agosto",25.4
9983,"Setembro",67.33
9983,"Outubro",11.6
9983,"Novembro",12.42
9983,"Dezembro",59.37
8245,"Janeiro",97.74
8245,"Fevereiro",87.02
8245,"Março",65.44
8245,"Abril",17.06
8245,"Maio",57.65
8245,"Junho",45.61
8245,"Julho",11.67
8245,"Agosto",64.92
8245,"Setembro",29.51
8245,"Outubro",8.86
8245,"Novembro",35.07
8245,"Dezembro",82.92
6995,"Janeiro",72.78
6995,"Fevereiro",75
6995,"Março",8.07
6995,"Abril",60.12
6995,"Maio",48.04
6995,"Junho",1.29
6995,"Julho",65.38
6995,"Agosto",78.13
6995,"Setembro",3.57
6995,"Outubro",88.96
6995,"Novembro",94.69
6995,"Dezembro",67.98
6338,"Janeiro",81.63
6338,"Fevereiro",66.15
6338,"Março",49.38
6338,"Abril",88.8
6338,"Maio",10.25
6338,"Junho",20.76
6338,"Julho",18.59
6338,"Agosto",87.84
6338,"Setembro",4.36
6338,"Outubro",67.32
6338,"Novembro",6.71
6338,"Dezembro",29.13
5615,"Janeiro",77.54
5615,"Fevereiro",6.2
5615,"Março",97.1
5615,"Abril",10.57
5615,"Maio",75.81
5615,"Junho",30.28
5615,"Julho",49.97
5615,"Agosto",23.23
5615,"Setembro",97.05
5615,"Outubro",71.35
5615,"Novembro",91.91
5615,"Dezembro",2.18
8012,"Janeiro",74.05
8012,"Fevereiro",33.04
8012,"Março",40.56
8012,"Abril",32.72
8012,"Maio",28.03
8012,"Junho",73.65
8012,"Julho",14.2
8012,"Agosto",19.75
8012,"Setembro",91.74
8012,"Outubro",67.68
8012,"Novembro",50.47
8012,"Dezembro",79.56
194,"Janeiro",95.31
194,"Fevereiro",41.27
194,"Março",52.29
194,"Abril",54.81
194,"Maio",9.29
194,"Junho",9.09
194,"Julho",32.03
194,"Agosto",60.62
194,"Setembro",20.34
194,"Outubro",50.58
194,"Novembro",47.9
194,"Dezembro",47.14
9655,"Janeiro",62.11
9655,"Fevereiro",74.88
9655,"Março",23.14
9655,"Abril",0.49
9655,"Maio",76.62
9655,"Junho",79.94
9655,"Julho",75.68
9655,"Agosto",38.27
9655,"Setembro",28.11
9655,"Outubro",88.26
9655,"Novembro",94.05
9655,"Dezembro",82.96
314,"Janeiro",42.98
314,"Fevereiro",42.71
314,"Março",33.51
314,"Abril",48.57
314,"Maio",1.33
314,"Junho",90.15
314,"Julho",22.3
314,"Agosto",49.31
314,"Setembro",62.83
314,"Outubro",56.45
314,"Novembro",36.27
314,"Dezembro",45.83
4646,"Janeiro",68.13
4646,"Fevereiro",90.96
4646,"Março",76.88
4646,"Abril",67.94
4646,"Maio",80.97
4646,"Junho",66.19
4646,"Julho",63.07
4646,"Agosto",40.61
4646,"Setembro",76.49
4646,"Outubro",83.37
4646,"Novembro",66.61
4646,"Dezembro",25.91
5603,"Janeiro",28.16
5603,"Fevereiro",72.8
5603,"Março",3.83
5603,"Abril",25.17
5603,"Maio",99.27
5603,"Junho",71.2
5603,"Julho",91.39
5603,"Agosto",12.97
5603,"Setembro",20.67
5603,"Outubro",3.21
5603,"Novembro",62.3
5603,"Dezembro",52.35
5999,"Janeiro",85.68
5999,"Fevereiro",83.75
5999,"Março",34.62
5999,"Abril",58.92
5999,"Maio",44.89
5999,"Junho",32.06
5999,"Julho",29.54
5999,"Agosto",76.81
5999,"Setembro",74.76
5999,"Outubro",46.48
5999,"Novembro",9.1
5999,"Dezembro",57
5569,"Janeiro",66.68
5569,"Fevereiro",77.24
5569,"Março",28.51
5569,"Abril",43.27
5569,"Maio",38.04
5569,"Junho",84.31
5569,"Julho",42.44
5569,"Agosto",20.28
5569,"Setembro",25.66
5569,"Outubro",2.46
5569,"Novembro",39.71
5569,"Dezembro",44.45
2414,"Janeiro",57.5
2414,"Fevereiro",53.17
2414,"Março",26.31
2414,"Abril",64.18
2414,"Maio",86.38
2414,"Junho",52.61
2414,"Julho",57.52
2414,"Agosto",71.36
2414,"Setembro",61.01
2414,"Outubro",58.49
2414,"Novembro",41.13
2414,"Dezembro",55.92
2469,"Janeiro",14.29
2469,"Fevereiro",98.17
2469,"Março",60.07
2469,"Abril",12.43
2469,"Maio",35.05
2469,"Junho",60.67
2469,"Julho",40.81
2469,"Agosto",38.43
2469,"Setembro",96.62
2469,"Outubro",4.83
2469,"Novembro",5.85
2469,"Dezembro",53.33
6679,"Janeiro",96.91
6679,"Fevereiro",78.48
6679,"Março",79.7
6679,"Abril",28.84
6679,"Maio",78.08
6679,"Junho",28.19
6679,"Julho",97.31
6679,"Agosto",70.11
6679,"Setembro",54.78
6679,"Outubro",42.66
6679,"Novembro",95.05
6679,"Dezembro",11.08
5303,"Janeiro",94.72
5303,"Fevereiro",89.77
5303,"Março",23.57
5303,"Abril",75.92
5303,"Maio",29.83
5303,"Junho",47.65
5303,"Julho",5.09
5303,"Agosto",51.26
5303,"Setembro",15.19
5303,"Outubro",36.9
5303,"Novembro",65.12
5303,"Dezembro",13.98
8923,"Janeiro",21.38
8923,"Fevereiro",0.71
8923,"Março",55.94
8923,"Abril",20.88
8923,"Maio",37.43
8923,"Junho",6.92
8923,"Julho",37.36
8923,"Agosto",52.86
8923,"Setembro",62.18
8923,"Outubro",11.94
8923,"Novembro",14.99
8923,"Dezembro",26.91
7571,"Janeiro",83.89
7571,"Fevereiro",51.65
7571,"Março",31.7
7571,"Abril",95.94
7571,"Maio",66.33
7571,"Junho",23.61
7571,"Julho",19.48
7571,"Agosto",78.78
7571,"Setembro",64.6
7571,"Outubro",40.46
7571,"Novembro",47.22
7571,"Dezembro",56.25
2099,"Janeiro",84.67
2099,"Fevereiro",40.13
2099,"Março",47.4
2099,"Abril",50.31
2099,"Maio",40.05
2099,"Junho",58.04
2099,"Julho",59.87
2099,"Agosto",3.94
2099,"Setembro",66.82
2099,"Outubro",29.88
2099,"Novembro",97.92
2099,"Dezembro",7.79
9493,"Janeiro",66.62
9493,"Fevereiro",19.42
9493,"Março",51.64
9493,"Abril",82.63
9493,"Maio",83.36
9493,"Junho",5
9493,"Julho",7.74
9493,"Agosto",66.99
9493,"Setembro",55.31
9493,"Outubro",11.05
9493,"Novembro",49.87
9493,"Dezembro",98.74
3666,"Janeiro",84.49
3666,"Fevereiro",22.27
3666,"Março",30.57
3666,"Abril",41.07
3666,"Maio",65.45
3666,"Junho",39.13
3666,"Julho",27.41
3666,"Agosto",67.85
3666,"Setembro",89.69
3666,"Outubro",72.73
3666,"Novembro",2.62
3666,"Dezembro",21.91
9477,"Janeiro",94.68
9477,"Fevereiro",89.06
9477,"Março",50.72
9477,"Abril",21.1
9477,"Maio",56.88
9477,"Junho",94.64
9477,"Julho",3.11
9477,"Agosto",9.64
9477,"Setembro",80.54
9477,"Outubro",53.24
9477,"Novembro",53.91
9477,"Dezembro",43.99
2144,"Janeiro",43.56
2144,"Fevereiro",68.82
2144,"Março",13.77
2144,"Abril",40.05
2144,"Maio",56.61
2144,"Junho",36.87
2144,"Julho",87.3
2144,"Agosto",97.1
2144,"Setembro",26.64
2144,"Outubro",17.35
2144,"Novembro",96.07
2144,"Dezembro",70.3
8480,"Janeiro",45.2
8480,"Fevereiro",25.37
8480,"Março",90.56
8480,"Abril",87.15
8480,"Maio",70.8
8480,"Junho",99.13
8480,"Julho",32.35
8480,"Agosto",53.43
8480,"Setembro",48.53
8480,"Outubro",90.19
8480,"Novembro",77.78
8480,"Dezembro",24.5
3663,"Janeiro",3.23
3663,"Fevereiro",79.24
3663,"Março",81.94
3663,"Abril",42.56
3663,"Maio",15.58
3663,"Junho",78.93
3663,"Julho",59.92
3663,"Agosto",41.45
3663,"Setembro",90.32
3663,"Outubro",42.79
3663,"Novembro",24.02
3663,"Dezembro",26.96
3910,"Janeiro",67.45
3910,"Fevereiro",74.51
3910,"Março",66.36
3910,"Abril",6.46
3910,"Maio",55.27
3910,"Junho",12.48
3910,"Julho",39.07
3910,"Agosto",15.41
3910,"Setembro",45.38
3910,"Outubro",11.14
3910,"Novembro",6.16
3910,"Dezembro",2.63
1900,"Janeiro",74.88
1900,"Fevereiro",62.23
1900,"Março",68.05
1900,"Abril",28.89
1900,"Maio",65.12
1900,"Junho",25.19
1900,"Julho",67.18
1900,"Agosto",22.74
1900,"Setembro",15.1
1900,"Outubro",8.62
1900,"Novembro",4.49
1900,"Dezembro",90.96
7633,"Janeiro",9.91
7633,"Fevereiro",44.3
7633,"Março",68.62
7633,"Abril",39.24
7633,"Maio",0.94
7633,"Junho",36.37
7633,"Julho",57.34
7633,"Agosto",87.29
7633,"Setembro",64.86
7633,"Outubro",11.66
7633,"Novembro",14.3
7633,"Dezembro",12.62
7928,"Janeiro",88.39
7928,"Fevereiro",74.63
7928,"Março",85.75
7928,"Abril",38.57
7928,"Maio",60.45
7928,"Junho",81.15
7928,"Julho",11.62
7928,"Agosto",20.79
7928,"Setembro",91.31
7928,"Outubro",77.44
7928,"Novembro",11.9
7928,"Dezembro",83.68
4109,"Janeiro",74.67
4109,"Fevereiro",53.11
4109,"Março",98.35
4109,"Abril",66.28
4109,"Maio",94.3
4109,"Junho",88.85
4109,"Julho",69.41
4109,"Agosto",67.7
4109,"Setembro",17.88
4109,"Outubro",25.86
4109,"Novembro",80.98
4109,"Dezembro",23.38
4473,"Janeiro",77.15
4473,"Fevereiro",42.13
4473,"Março",79.61
4473,"Abril",55.25
4473,"Maio",98.98
4473,"Junho",85.47
4473,"Julho",86.56
4473,"Agosto",91.66
4473,"Setembro",14.06
4473,"Outubro",13.15
4473,"Novembro",65.32
4473,"Dezembro",52.61
8930,"Janeiro",78.21
8930,"Fevereiro",8.09
8930,"Março",33.61
8930,"Abril",67.01
8930,"Maio",1.06
8930,"Junho",37.96
8930,"Julho",63.63
8930,"Agosto",20.14
8930,"Setembro",96.39
8930,"Outubro",39.19
8930,"Novembro",57.94
8930,"Dezembro",82.47
8483,"Janeiro",45.06
8483,"Fevereiro",0.96
8483,"Março",83.88
8483,"Abril",85.44
8483,"Maio",14.14
8483,"Junho",68.88
8483,"Julho",26.42
8483,"Agosto",37.09
8483,"Setembro",30.54
8483,"Outubro",63.65
8483,"Novembro",7.91
8483,"Dezembro",60.11
9763,"Janeiro",27.78
9763,"Fevereiro",50.36
9763,"Março",89.93
9763,"Abril",73.19
9763,"Maio",82.31
9763,"Junho",51.83
9763,"Julho",12.92
9763,"Agosto",21.3
9763,"Setembro",81.96
9763,"Outubro",79.4
9763,"Novembro",62.88
9763,"Dezembro",56.41
9727,"Janeiro",82.61
9727,"Fevereiro",67.26
9727,"Março",67.96
9727,"Abril",71.32
9727,"Maio",57.83
9727,"Junho",34.66
9727,"Julho",4.69
9727,"Agosto",7.27
9727,"Setembro",55.96
9727,"Outubro",63
9727,"Novembro",2.75
9727,"Dezembro",98.07
8283,"Janeiro",59.66
8283,"Fevereiro",24.05
8283,"Março",1.74
8283,"Abril",42.94
8283,"Maio",36.3
8283,"Junho",12.55
8283,"Julho",75.7
8283,"Agosto",96.72
8283,"Setembro",86.47
8283,"Outubro",12.69
8283,"Novembro",34.54
8283,"Dezembro",14.72
8673,"Janeiro",66.63
8673,"Fevereiro",56.34
8673,"Março",83.32
8673,"Abril",90.18
8673,"Maio",33.36
8673,"Junho",9.27
8673,"Julho",89.19
8673,"Agosto",23.7
8673,"Setembro",60.42
8673,"Outubro",28.67
8673,"Novembro",64.85
8673,"Dezembro",50.61
5852,"Janeiro",84.02
5852,"Fevereiro",58.16
5852,"Março",70.51
5852,"Abril",74.78
5852,"Maio",26.11
5852,"Junho",31.72
5852,"Julho",64.6
5852,"Agosto",97.68
5852,"Setembro",96.94
5852,"Outubro",10.03
5852,"Novembro",56.59
5852,"Dezembro",44.75
7629,"Janeiro",43.53
7629,"Fevereiro",86.22
7629,"Março",38.37
7629,"Abril",22.21
7629,"Maio",1.32
7629,"Junho",21.37
7629,"Julho",29.72
7629,"Agosto",2.64
7629,"Setembro",21.4
7629,"Outubro",71.31
7629,"Novembro",97.29
7629,"Dezembro",22.95
5953,"Janeiro",39.37
5953,"Fevereiro",4.19
5953,"Março",80.86
5953,"Abril",97.03
5953,"Maio",4.02
5953,"Junho",85.98
5953,"Julho",47.78
5953,"Agosto",84.69
5953,"Setembro",3.62
5953,"Outubro",86.31
5953,"Novembro",85.22
5953,"Dezembro",8.38
2745,"Janeiro",80.75
2745,"Fevereiro",35.99
2745,"Março",70.31
2745,"Abril",52.75
2745,"Maio",11.09
2745,"Junho",87.94
2745,"Julho",33.87
2745,"Agosto",46.25
2745,"Setembro",66.2
2745,"Outubro",51.35
2745,"Novembro",60.54
2745,"Dezembro",52.46
8757,"Janeiro",2.41
8757,"Fevereiro",17.22
8757,"Março",30.08
8757,"Abril",41.03
8757,"Maio",82.84
8757,"Junho",45.19
8757,"Julho",78.14
8757,"Agosto",94.18
8757,"Setembro",75.99
8757,"Outubro",95.55
8757,"Novembro",10.4
8757,"Dezembro",71.12
1411,"Janeiro",73.97
1411,"Fevereiro",94.36
1411,"Março",68.32
1411,"Abril",45.79
1411,"Maio",44.88
1411,"Junho",41.54
1411,"Julho",0.71
1411,"Agosto",3.77
1411,"Setembro",21.05
1411,"Outubro",26.44
1411,"Novembro",28.51
1411,"Dezembro",19.64
462,"Janeiro",71.72
462,"Fevereiro",15.99
462,"Março",83.07
462,"Abril",5.68
462,"Maio",16.24
462,"Junho",68.5
462,"Julho",68.81
462,"Agosto",48.68
462,"Setembro",65.01
462,"Outubro",74.41
462,"Novembro",63.92
462,"Dezembro",40.32
499,"Janeiro",95.54
499,"Fevereiro",53.66
499,"Março",62.15
499,"Abril",82.74
499,"Maio",21.53
499,"Junho",78.7
499,"Julho",28.2
499,"Agosto",84.14
499,"Setembro",78.63
499,"Outubro",59.94
499,"Novembro",40.33
499,"Dezembro",95.4
7380,"Janeiro",97.66
7380,"Fevereiro",40
7380,"Março",6.16
7380,"Abril",32.05
7380,"Maio",62.55
7380,"Junho",40.01
7380,"Julho",83.11
7380,"Agosto",97.91
7380,"Setembro",57.85
7380,"Outubro",53.18
7380,"Novembro",10.7
7380,"Dezembro",5.59
2931,"Janeiro",91.63
2931,"Fevereiro",80.3
2931,"Março",79.73
2931,"Abril",78.49
2931,"Maio",42.52
2931,"Junho",49.36
2931,"Julho",56.31
2931,"Agosto",66.74
2931,"Setembro",81.69
2931,"Outubro",87.99
2931,"Novembro",12.06
2931,"Dezembro",87.13
2545,"Janeiro",97.58
2545,"Fevereiro",14.36
2545,"Março",91.19
2545,"Abril",58.8
2545,"Maio",59.95
2545,"Junho",32.88
2545,"Julho",90.92
2545,"Agosto",74.02
2545,"Setembro",86.41
2545,"Outubro",10.08
2545,"Novembro",30.46
2545,"Dezembro",45.88
2764,"Janeiro",6.95
2764,"Fevereiro",52.07
2764,"Março",83.71
2764,"Abril",69.04
2764,"Maio",16.66
2764,"Junho",92.24
2764,"Julho",84.65
2764,"Agosto",27.46
2764,"Setembro",81.08
2764,"Outubro",61.18
2764,"Novembro",94.8
2764,"Dezembro",24.26
6312,"Janeiro",22.56
6312,"Fevereiro",46.32
