"NUM_CLIENTE","MES_FAT","VALOR_FATURAMENTO"
3899,"Maio",668.08
3899,"Junho",1056.19
3899,"Julho",715.36
3899,"Agosto",1368.42
3899,"Setembro",967.99
3899,"Outubro",594.06
3899,"Novembro",287.52
3899,"Dezembro",1105.56
2132,"Janeiro",1505.53
2132,"Fevereiro",815.14
2132,"Março",19.4
2132,"Abril",541.68
2132,"Maio",733.38
2132,"Junho",1280.8
2132,"Julho",541.35
2132,"Agosto",659.22
2132,"Setembro",583.35
2132,"Outubro",296.15
2132,"Novembro",1268.27
2132,"Dezembro",1508.03
1755,"Janeiro",653.93
1755,"Fevereiro",1239.35
1755,"Março",114.8
1755,"Abril",259.44
1755,"Maio",704.3
1755,"Junho",171.27
1755,"Julho",547.7
1755,"Agosto",744.3
1755,"Setembro",102.43
1755,"Outubro",144.56
1755,"Novembro",308.99
1755,"Dezembro",936.31
6993,"Janeiro",241.98
6993,"Fevereiro",1084.47
6993,"Março",526.45
6993,"Abril",261.26
6993,"Maio",17.83
6993,"Junho",838.73
6993,"Julho",224.77
6993,"Agosto",200.98
6993,"Setembro",133.83
6993,"Outubro",209.97
6993,"Novembro",284
6993,"Dezembro",996.78
8848,"Janeiro",120.76
8848,"Fevereiro",522.68
8848,"Março",847.21
8848,"Abril",346.29
8848,"Maio",1008.13
8848,"Junho",1236.68
8848,"Julho",647.61
8848,"Agosto",50.57
8848,"Setembro",759.89
8848,"Outubro",82.32
8848,"Novembro",479.42
8848,"Dezembro",416.63
2658,"Janeiro",1329.72
2658,"Fevereiro",463.78
2658,"Março",1058.21
2658,"Abril",247.87
2658,"Maio",581.73
2658,"Junho",1256.26
2658,"Julho",878.24
2658,"Agosto",484.09
2658,"Setembro",64.26
2658,"Outubro",707.65
2658,"Novembro",627.27
2658,"Dezembro",308.54
4107,"Janeiro",621.59
4107,"Fevereiro",612.74
4107,"Março",211.37
4107,"Abril",241.54
4107,"Maio",601.85
4107,"Junho",1023.42
4107,"Julho",876.24
4107,"Agosto",522.54
4107,"Setembro",521.36
4107,"Outubro",1136.15
4107,"Novembro",907.78
4107,"Dezembro",1023.67
517,"Janeiro",268.95
517,"Fevereiro",751.58
517,"Março",4.62
517,"Abril",768.46
517,"Maio",1494
517,"Junho",150.41
517,"Julho",749.24
517,"Agosto",535.97
517,"Setembro",1302.84
517,"Outubro",624.49
517,"Novembro",707.14
517,"Dezembro",335.92
4689,"Janeiro",46.7
4689,"Fevereiro",1094.5
4689,"Março",472.41
4689,"Abril",1133.57
4689,"Maio",367.87
4689,"Junho",377.73
4689,"Julho",796.86
4689,"Agosto",151.1
4689,"Setembro",443.91
4689,"Outubro",410.56
4689,"Novembro",1052.44
4689,"Dezembro",693.37
9463,"Janeiro",499.28
9463,"Fevereiro",1312.89
9463,"Março",1312.97
9463,"Abril",929.67
9463,"Maio",672.23
9463,"Junho",856.71
9463,"Julho",1050.9
9463,"Agosto",172.34
9463,"Setembro",957.95
9463,"Outubro",273.59
9463,"Novembro",823.06
9463,"Dezembro",752.38
4311,"Janeiro",893.04
4311,"Fevereiro",758.89
4311,"Março",892.18
4311,"Abril",767.43
4311,"Maio",1017.62
4311,"Junho",1370.05
4311,"Julho",39.81
4311,"Agosto",310.37
4311,"Setembro",831.53
4311,"Outubro",1176.98
4311,"Novembro",794.2
4311,"Dezembro",137.07
9978,"Janeiro",718.62
9978,"Fevereiro",851.55
9978,"Março",388.25
9978,"Abril",162.99
9978,"Maio",862.63
9978,"Junho",725.17
9978,"Julho",880.21
9978,"Agosto",682.04
9978,"Setembro",711.75
9978,"Outubro",613.16
9978,"Novembro",1077.53
9978,"Dezembro",488.4
6701,"Janeiro",133.89
6701,"Fevereiro",833.79
6701,"Março",593.03
6701,"Abril",761.14
6701,"Maio",1147.28
6701,"Junho",1005.27
6701,"Julho",128.43
6701,"Agosto",584.89
6701,"Setembro",743.62
6701,"Outubro",6.88
6701,"Novembro",604.1
6701,"Dezembro",154.49
5375,"Janeiro",1117.34
5375,"Fevereiro",465.87
5375,"Março",698.3
5375,"Abril",443.28
5375,"Maio",343.58
5375,"Junho",362.9
5375,"Julho",455.06
5375,"Agosto",187.87
5375,"Setembro",488.44
5375,"Outubro",106.01
5375,"Novembro",947.8
5375,"Dezembro",981.06
7545,"Janeiro",339.38
7545,"Fevereiro",686.19
7545,"Março",580.35
7545,"Abril",446.42
7545,"Maio",291.28
7545,"Junho",676.12
7545,"Julho",950.8
7545,"Agosto",618.98
7545,"Setembro",705.98
7545,"Outubro",794.18
7545,"Novembro",946.39
7545,"Dezembro",671.15
6912,"Janeiro",984.85
6912,"Fevereiro",178.76
6912,"Março",1011.44
6912,"Abril",643.36
6912,"Maio",1054.33
6912,"Junho",344.16
6912,"Julho",656.72
6912,"Agosto",285.99
6912,"Setembro",266.8
6912,"Outubro",744.67
6912,"Novembro",655.98
6912,"Dezembro",101.26
1020,"Janeiro",810.48
1020,"Fevereiro",447.81
1020,"Março",752.06
1020,"Abril",759.71
1020,"Maio",982.79
1020,"Junho",587.91
1020,"Julho",19.99
1020,"Agosto",227.19
1020,"Setembro",292.53
1020,"Outubro",135.96
1020,"Novembro",397.23
1020,"Dezembro",732.73
8440,"Janeiro",388.75
8440,"Fevereiro",427.93
8440,"Março",580.22
8440,"Abril",1417.13
8440,"Maio",885.87
8440,"Junho",418.38
8440,"Julho",765.55
8440,"Agosto",855.33
8440,"Setembro",1363.33
8440,"Outubro",1158.52
8440,"Novembro",596.18
8440,"Dezembro",756.9
8253,"Janeiro",647.28
8253,"Fevereiro",997.11
8253,"Março",1139.69
8253,"Abril",590.98
8253,"Maio",22.94
8253,"Junho",1208.88
8253,"Julho",679.56
8253,"Agosto",24.05
8253,"Setembro",852.34
8253,"Outubro",983.13
8253,"Novembro",185.51
8253,"Dezembro",224.73
3521,"Janeiro",554.13
3521,"Fevereiro",700.8
3521,"Março",237.47
3521,"Abril",819.26
3521,"Maio",1179.11
3521,"Junho",739.14
3521,"Julho",712.39
3521,"Agosto",760.43
3521,"Setembro",422.13
3521,"Outubro",238.29
3521,"Novembro",284.67
3521,"Dezembro",50.52
6815,"Janeiro",828.04
6815,"Fevereiro",1300.32
6815,"Março",333.6
6815,"Abril",1256.27
6815,"Maio",485.98
6815,"Junho",625.55
6815,"Julho",1123.55
6815,"Agosto",177.38
6815,"Setembro",587.54
6815,"Outubro",224.83
6815,"Novembro",1288.07
6815,"Dezembro",867.75
2871,"Janeiro",304.69
2871,"Fevereiro",82.73
2871,"Março",660.67
2871,"Abril",677.86
2871,"Maio",587.34
2871,"Junho",301.38
2871,"Julho",922.66
2871,"Agosto",3.12
2871,"Setembro",497
2871,"Outubro",137.02
2871,"Novembro",145.95
2871,"Dezembro",626.15
180,"Janeiro",161.18
180,"Fevereiro",779.6
180,"Março",1309.03
180,"Abril",101.72
180,"Maio",555.35
180,"Junho",181.21
180,"Julho",469.09
180,"Agosto",731.56
180,"Setembro",123.63
180,"Outubro",518.94
180,"Novembro",576.91
180,"Dezembro",551.42
2135,"Janeiro",138.77
2135,"Fevereiro",118.66
2135,"Março",215.87
2135,"Abril",356.57
2135,"Maio",598.28
2135,"Junho",209.28
2135,"Julho",481.84
2135,"Agosto",51.2
2135,"Setembro",1358.12
2135,"Outubro",450.3
2135,"Novembro",1407.55
2135,"Dezembro",143.69
5845,"Janeiro",79.37
5845,"Fevereiro",601.81
5845,"Março",1327.6
5845,"Abril",1137.39
5845,"Maio",480.28
5845,"Junho",545.28
5845,"Julho",375.36
5845,"Agosto",717.79
5845,"Setembro",607.68
5845,"Outubro",137.35
5845,"Novembro",350.3
5845,"Dezembro",1188.74
6171,"Janeiro",1337.76
6171,"Fevereiro",1112.47
6171,"Março",716.24
6171,"Abril",1376.36
6171,"Maio",694.81
6171,"Junho",1373.25
6171,"Julho",189.45
6171,"Agosto",753.89
6171,"Setembro",1255.22
6171,"Outubro",461.33
6171,"Novembro",398.8
6171,"Dezembro",466.5
4995,"Janeiro",768.18
4995,"Fevereiro",278.5
4995,"Março",550.2
4995,"Abril",186.4
4995,"Maio",1062
4995,"Junho",273.93
4995,"Julho",759.48
4995,"Agosto",342.06
4995,"Setembro",630.27
4995,"Outubro",610.86
4995,"Novembro",550.81
4995,"Dezembro",670.26
7433,"Janeiro",1121.52
7433,"Fevereiro",820.31
7433,"Março",1290
7433,"Abril",362.26
7433,"Maio",453.39
7433,"Junho",375.08
7433,"Julho",915.15
7433,"Agosto",1397.87
7433,"Setembro",287.23
7433,"Outubro",896.72
7433,"Novembro",55.11
7433,"Dezembro",1192.6
5531,"Janeiro",370.48
5531,"Fevereiro",758.73
5531,"Março",683.01
5531,"Abril",498.97
5531,"Maio",200.26
5531,"Junho",752.81
5531,"Julho",667.67
5531,"Agosto",1342.7
5531,"Setembro",646.78
5531,"Outubro",825.26
5531,"Novembro",67.8
5531,"Dezembro",1402.92
4465,"Janeiro",1127.24
4465,"Fevereiro",901.74
4465,"Março",392.59
4465,"Abril",133.92
4465,"Maio",36.77
4465,"Junho",623.71
4465,"Julho",482.8
4465,"Agosto",330.71
4465,"Setembro",890.19
4465,"Outubro",508.68
4465,"Novembro",496.29
4465,"Dezembro",884.32
9838,"Janeiro",270.72
9838,"Fevereiro",227.82
9838,"Março",141.46
9838,"Abril",239.55
9838,"Maio",1523.66
9838,"Junho",539.35
9838,"Julho",778.36
9838,"Agosto",467.85
9838,"Setembro",293.84
9838,"Outubro",712.72
9838,"Novembro",1175.97
9838,"Dezembro",1060.32
9099,"Janeiro",614.11
9099,"Fevereiro",1278.65
9099,"Março",507.07
9099,"Abril",424.83
9099,"Maio",107.64
9099,"Junho",665.09
9099,"Julho",71.7
9099,"Agosto",123.71
9099,"Setembro",795.91
9099,"Outubro",133.3
9099,"Novembro",906.95
9099,"Dezembro",872.64
3480,"Janeiro",105.93
3480,"Fevereiro",1032.8
3480,"Março",692.99
3480,"Abril",843.95
3480,"Maio",1179.27
3480,"Junho",204.65
3480,"Julho",1400.73
3480,"Agosto",375.59
3480,"Setembro",423.87
3480,"Outubro",652.41
3480,"Novembro",167.9
3480,"Dezembro",950.14
854,"Janeiro",471.43
854,"Fevereiro",855.85
854,"Março",994.15
854,"Abril",357.79
854,"Maio",494.34
854,"Junho",1182.69
854,"Julho",4.45
854,"Agosto",349.7
854,"Setembro",78.69
854,"Outubro",161.46
854,"Novembro",351.17
854,"Dezembro",515.85
2095,"Janeiro",903.37
2095,"Fevereiro",21.61
2095,"Março",723.42
2095,"Abril",1368.07
2095,"Maio",801.31
2095,"Junho",529.92
2095,"Julho",712.95
2095,"Agosto",1160.94
2095,"Setembro",630.17
2095,"Outubro",1196.22
2095,"Novembro",1134.8
2095,"Dezembro",362.94
3110,"Janeiro",499.67
3110,"Fevereiro",211.21
3110,"Março",523.09
3110,"Abril",978.28
3110,"Maio",370.59
3110,"Junho",628.82
3110,"Julho",190.52
3110,"Agosto",604.47
3110,"Setembro",82.41
3110,"Outubro",741.61
3110,"Novembro",239.56
3110,"Dezembro",398.24
3405,"Janeiro",148.05
3405,"Fevereiro",904.33
3405,"Março",1138.4
3405,"Abril",878.43
3405,"Maio",78.38
3405,"Junho",402.59
3405,"Julho",1228.01
3405,"Agosto",689
3405,"Setembro",882.51
3405,"Outubro",480.52
3405,"Novembro",729.34
3405,"Dezembro",903.94
4967,"Janeiro",1088.84
4967,"Fevereiro",774.28
4967,"Março",361.88
4967,"Abril",249.13
4967,"Maio",556.34
4967,"Junho",456.79
4967,"Julho",146.11
4967,"Agosto",975.06
4967,"Setembro",615.21
4967,"Outubro",985.5
4967,"Novembro",261.29
4967,"Dezembro",627.79
2899,"Janeiro",325.57
2899,"Fevereiro",773.56
2899,"Março",253.55
2899,"Abril",707.09
2899,"Maio",495.56
2899,"Junho",1067.67
2899,"Julho",930.66
2899,"Agosto",691.12
2899,"Setembro",1043.71
2899,"Outubro",381.21
2899,"Novembro",1262.67
2899,"Dezembro",786.79
2231,"Janeiro",279.13
2231,"Fevereiro",1036.49
2231,"Março",1201.53
2231,"Abril",5.02
2231,"Maio",576.56
2231,"Junho",987.24
2231,"Julho",712.08
2231,"Agosto",625.05
2231,"Setembro",64.34
2231,"Outubro",1390.21
2231,"Novembro",161.77
2231,"Dezembro",1130.94
4980,"Janeiro",968.37
4980,"Fevereiro",101.23
4980,"Março",792.6
4980,"Abril",1084.12
4980,"Maio",347.54
4980,"Junho",1083.82
4980,"Julho",1266.56
4980,"Agosto",31.63
4980,"Setembro",791.76
4980,"Outubro",81.72
4980,"Novembro",231.64
4980,"Dezembro",349.19
775,"Janeiro",108.78
775,"Fevereiro",898.06
775,"Março",113.46
775,"Abril",855.21
775,"Maio",530.64
775,"Junho",1134.71
775,"Julho",78.76
775,"Agosto",731.54
775,"Setembro",650.88
775,"Outubro",45.79
775,"Novembro",226.38
775,"Dezembro",6.54
6086,"Janeiro",785.51
6086,"Fevereiro",910.36
6086,"Março",919.35
6086,"Abril",36.85
6086,"Maio",784.77
6086,"Junho",572.42
6086,"Julho",112.15
6086,"Agosto",951.47
6086,"Setembro",909.84
6086,"Outubro",1006
6086,"Novembro",775.09
6086,"Dezembro",1252.03
9955,"Janeiro",640.42
9955,"Fevereiro",604.88
9955,"Março",798.28
9955,"Abril",869.85
9955,"Maio",652.5
9955,"Junho",446.79
9955,"Julho",567.76
9955,"Agosto",35.2
9955,"Setembro",726.74
9955,"Outubro",180.23
9955,"Novembro",752.04
9955,"Dezembro",1405.63
1491,"Janeiro",688.06
1491,"Fevereiro",831.63
1491,"Março",220.08
1491,"Abril",685.89
1491,"Maio",759.65
1491,"Junho",176.51
1491,"Julho",694.03
1491,"Agosto",291
1491,"Setembro",497.47
1491,"Outubro",106.51
1491,"Novembro",1029.38
1491,"Dezembro",134.55
3551,"Janeiro",1239.57
3551,"Fevereiro",187.22
3551,"Março",717.24
3551,"Abril",259.7
3551,"Maio",853.13
3551,"Junho",159.4
3551,"Julho",793.35
3551,"Agosto",1169.94
3551,"Setembro",614.11
3551,"Outubro",568.71
3551,"Novembro",1165.21
3551,"Dezembro",730.18
7436,"Janeiro",176.07
7436,"Fevereiro",788.98
7436,"Março",211.68
7436,"Abril",140.7
7436,"Maio",347.17
7436,"Junho",592.98
7436,"Julho",540.17
7436,"Agosto",1272.07
7436,"Setembro",669.36
7436,"Outubro",51.72
7436,"Novembro",447.06
7436,"Dezembro",502.53
9938,"Janeiro",664.56
9938,"Fevereiro",430.91
9938,"Março",1259.23
9938,"Abril",740.98
9938,"Maio",88.54
9938,"Junho",244.66
9938,"Julho",601.1
9938,"Agosto",627.72
9938,"Setembro",615.87
9938,"Outubro",220.3
9938,"Novembro",555.27
9938,"Dezembro",621.03
4815,"Janeiro",616.41
4815,"Fevereiro",902.9
4815,"Março",623.24
4815,"Abril",848.86
4815,"Maio",1005.5
4815,"Junho",516.73
4815,"Julho",473.1
4815,"Agosto",454.49
4815,"Setembro",121.65
4815,"Outubro",400.2
4815,"Novembro",269.25
4815,"Dezembro",149.89
1703,"Janeiro",159.39
1703,"Fevereiro",102.92
1703,"Março",619.16
1703,"Abril",418.94
1703,"Maio",1170.39
1703,"Junho",896.58
1703,"Julho",646.1
1703,"Agosto",616
1703,"Setembro",635.37
1703,"Outubro",190.38
1703,"Novembro",600.3
1703,"Dezembro",58.52
1408,"Janeiro",511.67
1408,"Fevereiro",1150.12
1408,"Março",416.27
1408,"Abril",591.79
1408,"Maio",17.65
1408,"Junho",242.48
1408,"Julho",547.22
1408,"Agosto",862.31
1408,"Setembro",754.86
1408,"Outubro",519.85
1408,"Novembro",538.41
1408,"Dezembro",690.11
5263,"Janeiro",784.46
5263,"Fevereiro",1399.76
5263,"Março",163.25
5263,"Abril",925.89
5263,"Maio",433.19
5263,"Junho",652.09
5263,"Julho",991.51
5263,"Agosto",876.83
5263,"Setembro",100.29
5263,"Outubro",591.77
5263,"Novembro",159.7
5263,"Dezembro",1019.23
4898,"Janeiro",546.83
4898,"Fevereiro",323.81
4898,"Março",115.48
4898,"Abril",1234.37
4898,"Maio",685.7
4898,"Junho",557.37
4898,"Julho",1197.06
4898,"Agosto",843.96
4898,"Setembro",42.76
4898,"Outubro",182.17
4898,"Novembro",1009.78
4898,"Dezembro",133.09
5101,"Janeiro",174.27
5101,"Fevereiro",533.89
5101,"Março",950.82
5101,"Abril",627.8
5101,"Maio",747.85
5101,"Junho",809.28
5101,"Julho",737.14
5101,"Agosto",252.29
5101,"Setembro",384.7
5101,"Outubro",724.59
5101,"Novembro",1154.41
5101,"Dezembro",923.16
8079,"Janeiro",12.99
8079,"Fevereiro",563.52
8079,"Março",472.85
8079,"Abril",48.4
8079,"Maio",85.09
8079,"Junho",228.65
8079,"Julho",40.78
8079,"Agosto",592.34
8079,"Setembro",25.69
8079,"Outubro",116.07
8079,"Novembro",15.97
8079,"Dezembro",49.26
4620,"Janeiro",268.4
4620,"Fevereiro",255.04
4620,"Março",792.3
4620,"Abril",607.22
4620,"Maio",162.06
4620,"Junho",597.19
4620,"Julho",378.4
4620,"Agosto",375.72
4620,"Setembro",1286.33
4620,"Outubro",1150.67
4620,"Novembro",522.67
4620,"Dezembro",854.31
8776,"Janeiro",337.75
8776,"Fevereiro",43.54
8776,"Março",512.34
8776,"Abril",202.24
8776,"Maio",803.69
8776,"Junho",355.01
8776,"Julho",395.21
8776,"Agosto",48.48
8776,"Setembro",422.28
8776,"Outubro",375.21
8776,"Novembro",919.36
8776,"Dezembro",593.46
2894,"Janeiro",383.65
2894,"Fevereiro",308.48
2894,"Março",1507.82
2894,"Abril",544.76
2894,"Maio",485.68
2894,"Junho",940.98
2894,"Julho",862.45
2894,"Agosto",67.44
2894,"Setembro",1001.76
2894,"Outubro",429.86
2894,"Novembro",680.33
2894,"Dezembro",747.63
4439,"Janeiro",553.29
4439,"Fevereiro",646.25
4439,"Março",633.63
4439,"Abril",245.54
4439,"Maio",136.72
4439,"Junho",1142.71
4439,"Julho",721.81
4439,"Agosto",662.54
4439,"Setembro",817.81
4439,"Outubro",339.4
4439,"Novembro",297.95
4439,"Dezembro",419.51
4527,"Janeiro",543.11
4527,"Fevereiro",210.24
4527,"Março",241.88
4527,"Abril",148.57
4527,"Maio",176.07
4527,"Junho",845.52
4527,"Julho",44.4
4527,"Agosto",662.29
4527,"Setembro",800.47
4527,"Outubro",58.98
4527,"Novembro",973.41
4527,"Dezembro",647.83
6625,"Janeiro",1013.85
6625,"Fevereiro",680.27
6625,"Março",315.72
6625,"Abril",890.75
6625,"Maio",585.49
6625,"Junho",332.38
6625,"Julho",805.56
6625,"Agosto",697.6
6625,"Setembro",975.97
6625,"Outubro",974.72
6625,"Novembro",574.51
6625,"Dezembro",182.36
7079,"Janeiro",110.15
7079,"Fevereiro",249.42
7079,"Março",1095.6
7079,"Abril",406.77
7079,"Maio",855.7
7079,"Junho",869.62
7079,"Julho",920.54
7079,"Agosto",852.49
7079,"Setembro",1290.07
7079,"Outubro",569.85
7079,"Novembro",122.82
7079,"Dezembro",68.73
1486,"Janeiro",444.87
1486,"Fevereiro",620.5
1486,"Março",1033.9
1486,"Abril",138.27
1486,"Maio",214.95
1486,"Junho",34.8
1486,"Julho",462.49
1486,"Agosto",1019.47
1486,"Setembro",13.42
1486,"Outubro",611.24
1486,"Novembro",422.58
1486,"Dezembro",589.26
4366,"Janeiro",637.45
4366,"Fevereiro",688.96
4366,"Março",226.11
4366,"Abril",498.36
4366,"Maio",538.98
4366,"Junho",386.74
4366,"Julho",515.31
4366,"Agosto",2.38
4366,"Setembro",370.03
4366,"Outubro",394.26
4366,"Novembro",1366.8
4366,"Dezembro",748.3
4889,"Janeiro",1212.69
4889,"Fevereiro",98.31
4889,"Março",963.02
4889,"Abril",915.39
4889,"Maio",133.47
4889,"Junho",368.39
4889,"Julho",394.4
4889,"Agosto",927.47
4889,"Setembro",133.03
4889,"Outubro",911.71
4889,"Novembro",260.99
4889,"Dezembro",62.98
113,"Janeiro",472.48
113,"Fevereiro",277.2
113,"Março",202.51
113,"Abril",187.65
113,"Maio",499.23
113,"Junho",674.83
113,"Julho",332.62
113,"Agosto",764.98
113,"Setembro",217.04
113,"Outubro",962.6
113,"Novembro",556.4
113,"Dezembro",492.67
7640,"Janeiro",1295.73
7640,"Fevereiro",1045.2
7640,"Março",665.67
7640,"Abril",182.32
7640,"Maio",296.53
7640,"Junho",816.36
7640,"Julho",686.83
7640,"Agosto",715.8
7640,"Setembro",505.91
7640,"Outubro",755.09
7640,"Novembro",657.79
7640,"Dezembro",883.42
9426,"Janeiro",627.67
9426,"Fevereiro",81.97
9426,"Março",1337.88
9426,"Abril",524.48
9426,"Maio",425.44
9426,"Junho",619.03
9426,"Julho",369.85
9426,"Agosto",66.24
9426,"Setembro",731.96
9426,"Outubro",1104.34
9426,"Novembro",409.1
9426,"Dezembro",382.54
9301,"Janeiro",429.54
9301,"Fevereiro",1492.16
9301,"Março",1087.25
9301,"Abril",604.95
9301,"Maio",1107.88
9301,"Junho",203.95
9301,"Julho",774.52
9301,"Agosto",196.37
9301,"Setembro",678.74
9301,"Outubro",578.83
9301,"Novembro",921.76
9301,"Dezembro",731.91
5807,"Janeiro",1321.48
5807,"Fevereiro",863.01
5807,"Março",319.31
5807,"Abril",468.8
5807,"Maio",305.54
5807,"Junho",37.08
5807,"Julho",773.28
5807,"Agosto",239.45
5807,"Setembro",104.84
5807,"Outubro",200.51
5807,"Novembro",102.69
5807,"Dezembro",966.49
6115,"Janeiro",897.73
6115,"Fevereiro",411.27
6115,"Março",778.07
6115,"Abril",813.09
6115,"Maio",573.03
6115,"Junho",734.83
6115,"Julho",791.19
6115,"Agosto",86.72
6115,"Setembro",938.62
6115,"Outubro",236.41
6115,"Novembro",513.93
6115,"Dezembro",705.9
7261,"Janeiro",625.49
7261,"Fevereiro",360.47
7261,"Março",434.73
7261,"Abril",334.52
7261,"Maio",724.47
7261,"Junho",290.38
7261,"Julho",349.1
7261,"Agosto",278.88
7261,"Setembro",100.51
7261,"Outubro",51.46
7261,"Novembro",1111.32
7261,"Dezembro",406.36
9909,"Janeiro",335.06
9909,"Fevereiro",635.29
9909,"Março",167.02
9909,"Abril",119.8
9909,"Maio",758.68
9909,"Junho",870.64
9909,"Julho",700.95
9909,"Agosto",193.04
9909,"Setembro",218.11
9909,"Outubro",296.56
9909,"Novembro",1046.45
9909,"Dezembro",92.1
8528,"Janeiro",761.14
8528,"Fevereiro",37.88
8528,"Março",999.03
8528,"Abril",152.41
8528,"Maio",418.7
8528,"Junho",683.36
8528,"Julho",1092.16
8528,"Agosto",231.04
8528,"Setembro",384.02
8528,"Outubro",552.51
8528,"Novembro",58.67
8528,"Dezembro",243.86
7475,"Janeiro",1075.97
7475,"Fevereiro",804.75
7475,"Março",862.14
7475,"Abril",439.41
7475,"Maio",1054.48
7475,"Junho",955.35
7475,"Julho",519.22
7475,"Agosto",51.19
7475,"Setembro",1046.43
7475,"Outubro",227.55
7475,"Novembro",806.14
7475,"Dezembro",825.81
5492,"Janeiro",645.34
5492,"Fevereiro",45.85
5492,"Março",661.41
5492,"Abril",761.25
5492,"Maio",304.72
5492,"Junho",280.45
5492,"Julho",840.13
5492,"Agosto",835.11
5492,"Setembro",710.72
5492,"Outubro",666.98
5492,"Novembro",156.35
5492,"Dezembro",743.01
6381,"Janeiro",184.98
6381,"Fevereiro",548.1
6381,"Março",646.76
6381,"Abril",233.64
6381,"Maio",586.33
6381,"Junho",105.82
6381,"Julho",40.55
6381,"Agosto",741.69
6381,"Setembro",139.99
6381,"Outubro",282.66
6381,"Novembro",125.2
6381,"Dezembro",451.28
7243,"Janeiro",943.41
7243,"Fevereiro",528.32
7243,"Março",396.61
7243,"Abril",241.05
7243,"Maio",314.03
7243,"Junho",865.89
7243,"Julho",280.68
7243,"Agosto",137.02
7243,"Setembro",386.61
7243,"Outubro",510.34
7243,"Novembro",763.75
7243,"Dezembro",1003.48
5264,"Janeiro",332.9
5264,"Fevereiro",351.71
5264,"Março",614.3
5264,"Abril",692.92
5264,"Maio",629.74
5264,"Junho",61.44
5264,"Julho",1137.49
5264,"Agosto",217.95
5264,"Setembro",469.07
5264,"Outubro",905.89
5264,"Novembro",8.12
5264,"Dezembro",132.7
4104,"Janeiro",451.86
4104,"Fevereiro",114.28
4104,"Março",476.63
4104,"Abril",232.49
4104,"Maio",755.14
4104,"Junho",159.83
4104,"Julho",874.54
4104,"Agosto",820.89
4104,"Setembro",848.75
4104,"Outubro",1305.2
4104,"Novembro",540
4104,"Dezembro",706.77
4782,"Janeiro",1553.73
4782,"Fevereiro",192.65
4782,"Março",766.09
4782,"Abril",104.12
4782,"Maio",465.96
4782,"Junho",99.57
4782,"Julho",1125
4782,"Agosto",612.19
4782,"Setembro",935.1
4782,"Outubro",719.45
4782,"Novembro",868.41
4782,"Dezembro",190.93
6410,"Janeiro",1144
6410,"Fevereiro",1177.58
6410,"Março",504.55
6410,"Abril",411.66
6410,"Maio",472.63
6410,"Junho",411.47
6410,"Julho",1075.35
6410,"Agosto",937.72
6410,"Setembro",586.97
6410,"Outubro",1367.86
6410,"Novembro",1181.67
6410,"Dezembro",193.16
4836,"Janeiro",384.25
4836,"Fevereiro",450.28
4836,"Março",1096.19
4836,"Abril",1028.52
4836,"Maio",165.41
4836,"Junho",738.51
4836,"Julho",156.74
4836,"Agosto",738
4836,"Setembro",651.02
4836,"Outubro",333.97
4836,"Novembro",775.82
4836,"Dezembro",730.51
9653,"Janeiro",56.83
9653,"Fevereiro",807.61
9653,"Março",1029.48
9653,"Abril",365.03
9653,"Maio",675.66
9653,"Junho",616.25
9653,"Julho",1276.34
9653,"Agosto",224.86
9653,"Setembro",108.3
9653,"Outubro",522.88
9653,"Novembro",484.13
9653,"Dezembro",17.47
1968,"Janeiro",236.02
1968,"Fevereiro",1064.54
1968,"Março",1355.33
1968,"Abril",831.05
1968,"Maio",565.4
1968,"Junho",1154.35
1968,"Julho",1057.81
1968,"Agosto",7.56
1968,"Setembro",953.06
1968,"Outubro",38.82
1968,"Novembro",1277.3
1968,"Dezembro",121.34
8475,"Janeiro",510.23
8475,"Fevereiro",877.35
8475,"Março",522.15
8475,"Abril",728.12
8475,"Maio",587.18
8475,"Junho",711.35
8475,"Julho",388.71
8475,"Agosto",158.35
8475,"Setembro",688.18
8475,"Outubro",322.89
8475,"Novembro",1015.09
8475,"Dezembro",328.16
8721,"Janeiro",504.62
8721,"Fevereiro",1435.05
8721,"Março",76.01
8721,"Abril",773.4
8721,"Maio",480.9
8721,"Junho",747.02
8721,"Julho",675.41
8721,"Agosto",200.17
8721,"Setembro",420.01
8721,"Outubro",23.23
8721,"Novembro",529.39
8721,"Dezembro",580.36
9303,"Janeiro",883.53
9303,"Fevereiro",544.89
9303,"Março",680.67
9303,"Abril",528.68
9303,"Maio",1061.92
9303,"Junho",881.75
9303,"Julho",781.75
9303,"Agosto",1461.76
9303,"Setembro",978.42
9303,"Outubro",661.96
9303,"Novembro",152.76
9303,"Dezembro",871.82
3680,"Janeiro",1073.42
3680,"Fevereiro",517.55
3680,"Março",1251.98
3680,"Abril",100.11
3680,"Maio",1196.95
3680,"Junho",5.34
3680,"Julho",152.7
3680,"Agosto",1196.25
3680,"Setembro",318.02
3680,"Outubro",33.4
3680,"Novembro",482.84
3680,"Dezembro",998.35
5413,"Janeiro",194.53
5413,"Fevereiro",773.04
5413,"Março",518.16
5413,"Abril",188.23
5413,"Maio",741.8
5413,"Junho",461.64
5413,"Julho",64.34
5413,"Agosto",937.37
5413,"Setembro",871.31
5413,"Outubro",1249.37
5413,"Novembro",479.99
5413,"Dezembro",1111.67
803,"Janeiro",744.76
803,"Fevereiro",80.64
803,"Março",926.69
803,"Abril",673.37
803,"Maio",133.7
803,"Junho",1021.88
803,"Julho",147.5
